TS,BOND,ANGLE,DIHED,IMPRP,ELECT,VDW,BOUNDARY,MISC,KINETIC,TOTAL,TEMP,POTENTIAL,TOTAL3,TEMPAVG
89,1140.8304,7249.0849,21294.5242,303.5813,-260.0476,-5404.6931,0.0,0.0,0.0,24323.2801,0.0,24323.2801,24323.2801,0.0
90,1268.0347,7204.1057,21267.3701,286.0557,-259.4346,-5509.9018,0.0,0.0,0.0,24256.2298,0.0,24256.2298,24256.2298,0.0
91,1525.633,7187.2214,21240.2038,269.9147,-258.8162,-5611.9134,0.0,0.0,0.0,24352.2433,0.0,24352.2433,24352.2433,0.0
92,1249.3947,7207.3892,21270.0863,287.7452,-259.4961,-5499.523,0.0,0.0,0.0,24255.5963,0.0,24255.5963,24255.5963,0.0
93,1251.4079,7207.0094,21269.7835,287.5562,-259.4892,-5500.6816,0.0,0.0,0.0,24255.5861,0.0,24255.5861,24255.5861,0.0
94,1151.4607,7101.3668,21232.288,270.7702,-258.6551,-5637.6071,0.0,0.0,0.0,23859.6235,0.0,23859.6235,23859.6235,0.0
95,1134.9369,7019.6377,21195.741,255.2289,-257.8246,-5769.5272,0.0,0.0,0.0,23578.1926,0.0,23578.1926,23578.1926,0.0
96,1204.0905,6961.8671,21160.2498,240.9256,-256.9981,-5896.9795,0.0,0.0,0.0,23413.1554,0.0,23413.1554,23413.1554,0.0
97,1359.6186,6929.7801,21125.918,227.8528,-256.1758,-6020.3784,0.0,0.0,0.0,23366.6153,0.0,23366.6153,23366.6153,0.0
98,1600.6752,6926.7925,21092.8441,216.0024,-255.3582,-6140.0538,0.0,0.0,0.0,23440.902,0.0,23440.902,23440.902,0.0
99,1337.8749,6932.009,21129.71,229.2589,-256.2679,-6006.721,0.0,0.0,0.0,23365.8639,0.0,23365.8639,23365.8639,0.0
100,1169.8571,6783.7778,21068.0464,208.5761,-254.9755,-6233.5452,0.0,0.0,0.0,22741.7366,0.0,22741.7366,22741.7366,0.0
101,1122.1604,6674.2153,21010.5652,191.9156,-253.6871,-6449.4613,0.0,0.0,0.0,22295.7081,0.0,22295.7081,22295.7081,0.0
102,1195.9202,6603.8662,20957.7764,179.1937,-252.4033,-6654.9885,0.0,0.0,0.0,22029.3646,0.0,22029.3646,22029.3646,0.0
